	end	entity_group	score	start	word	brand_name	application_number	match_type	concept_id
984	916	GENETIC	0.999934196472168	910	BSEP - 3	BYLVAY	NDA215498	0	
985	998	GENETIC	0.9999945759773254	992	BSEP - 1	BYLVAY	NDA215498	0	
986	1006	GENETIC	0.9999914169311523	1000	BSEP - 2	BYLVAY	NDA215498	0	
987	1018	GENETIC	0.9999915957450867	1012	BSEP - 3	BYLVAY	NDA215498	0	
988	1174	GENETIC	0.9999525547027588	1170	BSEP	BYLVAY	NDA215498	80	normalize.gene:BSEP
990	26	DISEASE	0.9998409748077393	22	PFIC	BYLVAY	NDA215498	60	ncit:C84453
992	237	DISEASE	0.9908594489097595	233	PFIC	BYLVAY	NDA215498	60	ncit:C84453
994	376	DISEASE	0.9984437823295593	343	Familial Intrahepatic Cholestasis	BYLVAY	NDA215498	80	mondo:0017290
996	510	DISEASE	0.9432113766670227	505	PFIC2	BYLVAY	NDA215498	60	mondo:0011156
998	29	GENETIC	0.9998997449874878	22	CYP2C19	Voriconazole	NDA021266	100	normalize.gene:CYP2C19
999	87	CHEMICAL	0.9999980926513672	75	voriconazole	Voriconazole	NDA021266	80	rxcui:121243
1000	414	CHEMICAL	0.9999980926513672	402	voriconazole	Voriconazole	NDA021266	80	rxcui:121243
1001	588	CHEMICAL	0.9999980926513672	576	voriconazole	Voriconazole	NDA021266	80	rxcui:121243
1003	83	GENETIC	0.9999895095825195	77	UGT1A1	Irinotecan Hydrochloride	ANDA077915	100	normalize.gene:UGT1A1
1004	120	GENETIC	0.9999935030937195	109	UGT1A1 gene	Irinotecan Hydrochloride	ANDA077915	0	
1005	150	GENETIC	0.9699767231941223	133	UGT1A1 * 28 [ ( TA ) 7 ]	Irinotecan Hydrochloride	ANDA077915	0	
1006	157	GENETIC	0.8575152158737183	155	* 6	Irinotecan Hydrochloride	ANDA077915	0	
1007	195	GENETIC	0.9999860525131226	182	UGT1A1 enzyme	Irinotecan Hydrochloride	ANDA077915	0	
1008	387	GENETIC	0.9999912977218628	381	UGT1A1	Irinotecan Hydrochloride	ANDA077915	100	normalize.gene:UGT1A1
1009	553	GENETIC	0.7987276315689087	550	- 38	Irinotecan Hydrochloride	ANDA077915	0	
1010	570	GENETIC	0.9661926627159119	559	UGT1A1 * 6 / * 6	Irinotecan Hydrochloride	ANDA077915	0	
1011	718	GENETIC	0.9999947547912598	709	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077915	0	
1012	777	GENETIC	0.9999876022338867	768	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077915	0	
1013	791	GENETIC	0.9873929619789124	781	* 6 alleles	Irinotecan Hydrochloride	ANDA077915	0	
1014	797	GENETIC	0.8222240805625916	796	*	Irinotecan Hydrochloride	ANDA077915	0	
1015	806	GENETIC	0.7768180966377258	801	1 / * 28	Irinotecan Hydrochloride	ANDA077915	0	
1016	818	GENETIC	0.9999896287918091	812	UGT1A1	Irinotecan Hydrochloride	ANDA077915	100	normalize.gene:UGT1A1
1017	1107	GENETIC	0.984757125377655	1083	UGT1A1 * 28 and * 6 alleles	Irinotecan Hydrochloride	ANDA077915	0	
1018	1202	GENETIC	0.9999880790710449	1193	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077915	0	
1019	1209	GENETIC	0.9944595098495483	1207	* 6	Irinotecan Hydrochloride	ANDA077915	0	
1020	1328	GENETIC	0.9999048709869385	1319	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077915	0	
1021	1343	GENETIC	0.8534741401672363	1333	* 6 alleles	Irinotecan Hydrochloride	ANDA077915	0	
1022	1533	GENETIC	0.9999929666519165	1517	UGT1A1 * 28 allele	Irinotecan Hydrochloride	ANDA077915	0	
1023	49	CHEMICAL	0.9999973177909851	44	SN - 38	Irinotecan Hydrochloride	ANDA077915	0	
1024	504	CHEMICAL	0.9999970197677612	480	Irinotecan Hydrochloride	Irinotecan Hydrochloride	ANDA077915	80	rxcui:153329
1025	510	CHEMICAL	0.9976798892021179	506	USPI	Irinotecan Hydrochloride	ANDA077915	0	
1026	553	CHEMICAL	0.9999980926513672	548	SN - 38	Irinotecan Hydrochloride	ANDA077915	0	
1027	1260	CHEMICAL	0.9999983310699463	1250	irinotecan	Irinotecan Hydrochloride	ANDA077915	80	rxcui:153329
1029	474	DISEASE	0.9999915361404419	463	neutropenia	Irinotecan Hydrochloride	ANDA077915	80	mondo:0001475
1031	922	DISEASE	0.9999915361404419	911	neutropenia	Irinotecan Hydrochloride	ANDA077915	80	mondo:0001475
1033	1154	DISEASE	0.9999929666519165	1146	diarrhea	Irinotecan Hydrochloride	ANDA077915	60	mondo:0001673
1035	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA206434	0	
1036	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA206434	60	normalize.gene:OATP1B1
1037	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA206434	0	
1038	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA206434	60	normalize.gene:OATP1B1
1039	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA206434	0	
1040	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA206434	0	
1041	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA206434	0	
1042	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA206434	80	rxcui:301542
1043	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA206434	80	rxcui:301542
1044	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA206434	80	rxcui:301542
1046	29	GENETIC	0.9999866485595703	22	CYP2C19			100	normalize.gene:CYP2C19
1047	459	GENETIC	0.999994158744812	452	CYP2C19			100	normalize.gene:CYP2C19
1048	598	GENETIC	0.9999923706054688	591	CYP2C19			100	normalize.gene:CYP2C19
1049	613	GENETIC	0.9999873042106628	600	CYP2C19 * 2 / * 2			0	
1050	709	GENETIC	0.9999382495880127	696	CYP2C19 * 1 / * 1			0	
1051	742	GENETIC	0.9999875426292419	729	CYP2C19 * 1 / * x			0	
1052	267	CHEMICAL	0.9999982118606567	255	pantoprazole			80	rxcui:253191
1054	148	GENETIC	0.9999842643737793	141	CYP2C19			100	normalize.gene:CYP2C19
1055	493	GENETIC	0.9993600249290466	486	CYP2C19			100	normalize.gene:CYP2C19
1056	74	CHEMICAL	0.9983878135681152	56	Rabeprazole Sodium			80	rxcui:114979
1057	322	CHEMICAL	0.9999978542327881	311	rabeprazole			80	rxcui:114979
1058	453	CHEMICAL	0.9845640659332275	435	rabeprazole sodium			80	rxcui:114979
1060	199	DISEASE	0.9677387475967407	187	gastric acid			0	
1062	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase	Rosuvastatin calcium	ANDA206434	0	
1063	107	GENETIC	0.999990701675415	100	OATP1B1	Rosuvastatin calcium	ANDA206434	60	normalize.gene:OATP1B1
1064	129	GENETIC	0.5277872085571289	118	transporter	Rosuvastatin calcium	ANDA206434	0	
1065	318	GENETIC	0.9999926090240479	311	OATP1B1	Rosuvastatin calcium	ANDA206434	60	normalize.gene:OATP1B1
1066	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C	Rosuvastatin calcium	ANDA206434	0	
1067	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C	Rosuvastatin calcium	ANDA206434	0	
1068	44	CHEMICAL	0.9999901652336121	37	HMG - CoA	Rosuvastatin calcium	ANDA206434	0	
1069	89	CHEMICAL	0.9999961853027344	77	rosuvastatin	Rosuvastatin calcium	ANDA206434	80	rxcui:301542
1070	184	CHEMICAL	0.9999980926513672	172	rosuvastatin	Rosuvastatin calcium	ANDA206434	80	rxcui:301542
1071	523	CHEMICAL	0.9999979734420776	511	rosuvastatin	Rosuvastatin calcium	ANDA206434	80	rxcui:301542
1073	54	GENETIC	0.9999896883964539	37	HMG - CoA reductase			0	
1074	107	GENETIC	0.9999916553497314	100	OATP1B1			60	normalize.gene:OATP1B1
1075	129	GENETIC	0.6829023957252502	118	transporter			0	
1076	318	GENETIC	0.9999926090240479	311	OATP1B1			60	normalize.gene:OATP1B1
1077	333	GENETIC	0.9999135732650757	321	SLCO1B1 521T			0	
1078	404	GENETIC	0.9974090456962585	389	SLCO1B1 521 C / C			0	
1079	44	CHEMICAL	0.9999896883964539	37	HMG - CoA			0	
1080	89	CHEMICAL	0.9999963045120239	77	rosuvastatin			80	rxcui:301542
1081	184	CHEMICAL	0.9999980926513672	172	rosuvastatin			80	rxcui:301542
1082	536	CHEMICAL	0.9999979734420776	524	rosuvastatin			80	rxcui:301542
1084	29	GENETIC	0.9999865293502808	22	CYP2C19			100	normalize.gene:CYP2C19
1085	459	GENETIC	0.999994158744812	452	CYP2C19			100	normalize.gene:CYP2C19
1086	598	GENETIC	0.9999923706054688	591	CYP2C19			100	normalize.gene:CYP2C19
1087	616	GENETIC	0.9999871850013733	600	CYP2C19 * 2 / * 2			0	
1088	715	GENETIC	0.9999366402626038	699	CYP2C19 * 1 / * 1			0	
1089	751	GENETIC	0.9999870657920837	735	CYP2C19 * 1 / * x			0	
1090	267	CHEMICAL	0.9999982118606567	255	pantoprazole			80	rxcui:253191
1092	148	GENETIC	0.9999842643737793	141	CYP2C19			100	normalize.gene:CYP2C19
1093	493	GENETIC	0.9993600249290466	486	CYP2C19			100	normalize.gene:CYP2C19
1094	74	CHEMICAL	0.9983878135681152	56	Rabeprazole Sodium			80	rxcui:114979
1095	322	CHEMICAL	0.9999978542327881	311	rabeprazole			80	rxcui:114979
1096	453	CHEMICAL	0.9845640659332275	435	rabeprazole sodium			80	rxcui:114979
1098	199	DISEASE	0.9677387475967407	187	gastric acid			0	
1100	28	GENETIC	0.999963641166687	22	CYP2C9			100	normalize.gene:CYP2C9
1101	39	GENETIC	0.9999866485595703	33	VKORC1			100	normalize.gene:VKORC1
1102	136	GENETIC	0.9999942779541016	130	CYP2C9			100	normalize.gene:CYP2C9
1103	189	GENETIC	0.9999931454658508	181	CYP2C9 * 2			0	
1104	202	GENETIC	0.9999935030937195	194	CYP2C9 * 3			0	
1105	239	GENETIC	0.9999927282333374	233	CYP2C9			100	normalize.gene:CYP2C9
1106	369	GENETIC	0.9999926686286926	361	CYP2C9 * 2			0	
1107	382	GENETIC	0.9999925494194031	374	CYP2C9 * 3			0	
1108	410	GENETIC	0.9999921321868896	404	CYP2C9			100	normalize.gene:CYP2C9
1109	721	GENETIC	0.9999895095825195	717	VKOR			60	normalize.gene:VKOR
1110	812	GENETIC	0.9999814629554749	801	VKORC1 gene			0	
1111	899	GENETIC	0.9999899864196777	893	VKORC1			100	normalize.gene:VKORC1
1112	915	GENETIC	0.9962053298950195	904	CYP2C9 gene			0	
1113	1024	GENETIC	0.9999929666519165	1018	CYP2C9			100	normalize.gene:CYP2C9
1114	1035	GENETIC	0.9999915361404419	1029	VKORC1			100	normalize.gene:VKORC1
1115	83	CHEMICAL	0.999996542930603	75	warfarin			80	rxcui:11289
1116	126	CHEMICAL	0.9999983906745911	109	7 - hydroxywarfarin			0	
1117	279	CHEMICAL	0.9999942779541016	269	S - warfarin			0	
1118	610	CHEMICAL	0.9999972581863403	602	Warfarin			80	rxcui:11289
1119	648	CHEMICAL	0.9999961853027344	639	vitamin K			80	rxcui:11258
1120	671	CHEMICAL	0.9999963641166687	654	vitamin K epoxide			0	
1121	688	CHEMICAL	0.9999932646751404	679	vitamin K			80	rxcui:11258
1122	873	CHEMICAL	0.9999972581863403	865	warfarin			80	rxcui:11289
1123	998	CHEMICAL	0.999997615814209	990	warfarin			80	rxcui:11289
1124	1129	CHEMICAL	0.9999974966049194	1121	warfarin			80	rxcui:11289
1126	28	GENETIC	0.9999845027923584	22	CYP2C9			100	normalize.gene:CYP2C9
1127	102	GENETIC	0.9999930262565613	94	CYP2C9 * 2			0	
1128	129	GENETIC	0.9801457524299622	107	CYP2C9 * 3 polymorphisms			0	
1129	258	GENETIC	0.9999933242797852	252	CYP2C9			100	normalize.gene:CYP2C9
1130	382	GENETIC	0.9999895095825195	376	CYP2C9			100	normalize.gene:CYP2C9
1131	194	CHEMICAL	0.9999983310699463	185	meloxicam			80	rxcui:41493
1133	29	GENETIC	0.9999871253967285	22	CYP2C19	Protonix I.V.	NDA020988	100	normalize.gene:CYP2C19
1134	461	GENETIC	0.9999942779541016	454	CYP2C19	Protonix I.V.	NDA020988	100	normalize.gene:CYP2C19
1135	600	GENETIC	0.9999922513961792	593	CYP2C19	Protonix I.V.	NDA020988	100	normalize.gene:CYP2C19
1136	615	GENETIC	0.999987781047821	602	CYP2C19 * 2 / * 2	Protonix I.V.	NDA020988	0	
1137	711	GENETIC	0.9999154210090637	698	CYP2C19 * 1 / * 1	Protonix I.V.	NDA020988	0	
1138	744	GENETIC	0.9999868869781494	731	CYP2C19 * 1 / * x	Protonix I.V.	NDA020988	0	
1139	267	CHEMICAL	0.9999982118606567	255	pantoprazole	Protonix I.V.	NDA020988	80	rxcui:253191
1141	54	GENETIC	0.9999889731407166	37	HMG - CoA reductase			0	
1142	107	GENETIC	0.999990701675415	100	OATP1B1			60	normalize.gene:OATP1B1
1143	129	GENETIC	0.5277872085571289	118	transporter			0	
1144	318	GENETIC	0.9999926090240479	311	OATP1B1			60	normalize.gene:OATP1B1
1145	335	GENETIC	0.9975831508636475	321	SLCO1B1 521T > C			0	
1146	391	GENETIC	0.9974077343940735	376	SLCO1B1 521 C / C			0	
1147	44	CHEMICAL	0.9999901652336121	37	HMG - CoA			0	
1148	89	CHEMICAL	0.9999961853027344	77	rosuvastatin			80	rxcui:301542
1149	184	CHEMICAL	0.9999980926513672	172	rosuvastatin			80	rxcui:301542
1150	523	CHEMICAL	0.9999979734420776	511	rosuvastatin			80	rxcui:301542
1152	29	GENETIC	0.9999865293502808	22	CYP2C19			100	normalize.gene:CYP2C19
1153	459	GENETIC	0.999994158744812	452	CYP2C19			100	normalize.gene:CYP2C19
1154	598	GENETIC	0.9999923706054688	591	CYP2C19			100	normalize.gene:CYP2C19
1155	616	GENETIC	0.9999871850013733	600	CYP2C19 * 2 / * 2			0	
1156	715	GENETIC	0.9999366402626038	699	CYP2C19 * 1 / * 1			0	
1157	751	GENETIC	0.9999870657920837	735	CYP2C19 * 1 / * x			0	
1158	267	CHEMICAL	0.9999982118606567	255	pantoprazole			80	rxcui:253191
1160	63	CHEMICAL	0.9999980330467224	34	phenazopyridine hydrochloride	Phenazopyridine HCL		80	rxcui:203197
1161	105	CHEMICAL	0.999997615814209	90	Phenazopyridine	Phenazopyridine HCL		80	rxcui:8120
1162	264	CHEMICAL	0.9999980926513672	235	phenazopyridine hydrochloride	Phenazopyridine HCL		80	rxcui:203197
1164	39	GENETIC	0.9999889135360718	32	CYP2C19	Dexilant	NDA022287	100	normalize.gene:CYP2C19
1165	706	GENETIC	0.9999634027481079	699	CYP2C19	Dexilant	NDA022287	100	normalize.gene:CYP2C19
1166	92	CHEMICAL	0.9999970197677612	77	Dexlansoprazole	Dexilant	NDA022287	80	rxcui:17128
1167	129	CHEMICAL	0.9999979734420776	114	dexlansoprazole	Dexilant	NDA022287	80	rxcui:17128
1168	253	CHEMICAL	0.9770481586456299	245	DEXILANT	Dexilant	NDA022287	80	rxcui:17128
1169	313	CHEMICAL	0.9999978542327881	298	dexlansoprazole	Dexilant	NDA022287	80	rxcui:17128
1170	654	CHEMICAL	0.999996542930603	639	dexlansoprazole	Dexilant	NDA022287	80	rxcui:17128
1172	28	GENETIC	0.999981164932251	22	CYP2C9	Dilantin	ANDA084349	100	normalize.gene:CYP2C9
1173	108	GENETIC	0.9999930262565613	100	CYP2C9 * 2	Dilantin	ANDA084349	0	
1174	129	GENETIC	0.9739627242088318	113	CYP2C9 * 3 alleles	Dilantin	ANDA084349	0	
1175	333	GENETIC	0.9940413236618042	319	CYP2C9 alleles	Dilantin	ANDA084349	0	
1176	439	GENETIC	0.9999867677688599	433	CYP2C9	Dilantin	ANDA084349	100	normalize.gene:CYP2C9
1177	600	GENETIC	0.9999921321868896	594	CYP2C9	Dilantin	ANDA084349	100	normalize.gene:CYP2C9
1178	284	CHEMICAL	0.9999982118606567	275	phenytoin	Dilantin	ANDA084349	80	rxcui:71227
1179	385	CHEMICAL	0.9999982118606567	376	phenytoin	Dilantin	ANDA084349	80	rxcui:71227
1181	28	GENETIC	0.9999896287918091	22	CYP2C9	Celecoxib	NDA020998	100	normalize.gene:CYP2C9
1182	170	GENETIC	0.999988317489624	162	CYP2C9 * 2	Celecoxib	NDA020998	0	
1183	183	GENETIC	0.9999842047691345	175	CYP2C9 * 3	Celecoxib	NDA020998	0	
1184	304	GENETIC	0.9990348219871521	293	CYP2C9 * 3 / * 3	Celecoxib	NDA020998	0	
1185	432	GENETIC	0.9962472319602966	421	CYP2C9 * 1 / * 1	Celecoxib	NDA020998	0	
1186	441	GENETIC	0.7071516513824463	438	/ * 3	Celecoxib	NDA020998	0	
1187	540	GENETIC	0.999974250793457	534	CYP2C9	Celecoxib	NDA020998	100	normalize.gene:CYP2C9
1188	330	CHEMICAL	0.9999980926513672	321	celecoxib	Celecoxib	NDA020998	80	rxcui:140587
1189	486	CHEMICAL	0.9999979734420776	477	celecoxib	Celecoxib	NDA020998	80	rxcui:140587
1191	87	GENETIC	0.9999926090240479	81	CYP2D6	Nuedexta	NDA021879	100	normalize.gene:CYP2D6
1192	316	GENETIC	0.9999867677688599	310	CYP2D6	Nuedexta	NDA021879	100	normalize.gene:CYP2D6
1193	35	CHEMICAL	0.999997615814209	26	quinidine	Nuedexta	NDA021879	80	rxcui:9068
1194	131	CHEMICAL	0.9999942779541016	115	dextromethorphan	Nuedexta	NDA021879	80	rxcui:3289
1195	181	CHEMICAL	0.9999964237213135	165	dextromethorphan	Nuedexta	NDA021879	80	rxcui:3289
1196	368	CHEMICAL	0.9999970197677612	359	quinidine	Nuedexta	NDA021879	80	rxcui:9068
1197	497	CHEMICAL	0.9999978542327881	488	quinidine	Nuedexta	NDA021879	80	rxcui:9068
1198	595	CHEMICAL	0.9999978542327881	586	quinidine	Nuedexta	NDA021879	80	rxcui:9068
1200	578	DISEASE	0.9999750852584839	570	toxicity	Nuedexta	NDA021879	0	
1202	28	GENETIC	0.9999896287918091	22	CYP2C9	Celecoxib	ANDA207872	100	normalize.gene:CYP2C9
1203	170	GENETIC	0.9999883770942688	162	CYP2C9 * 2	Celecoxib	ANDA207872	0	
1204	183	GENETIC	0.9999844431877136	175	CYP2C9 * 3	Celecoxib	ANDA207872	0	
1205	304	GENETIC	0.9991173148155212	293	CYP2C9 * 3 / * 3	Celecoxib	ANDA207872	0	
1206	432	GENETIC	0.9972310066223145	421	CYP2C9 * 1 / * 1	Celecoxib	ANDA207872	0	
1207	441	GENETIC	0.767281711101532	438	/ * 3	Celecoxib	ANDA207872	0	
1208	540	GENETIC	0.9999727010726929	534	CYP2C9	Celecoxib	ANDA207872	100	normalize.gene:CYP2C9
1209	330	CHEMICAL	0.9999980926513672	321	celecoxib	Celecoxib	ANDA207872	80	rxcui:140587
1210	486	CHEMICAL	0.9999979734420776	477	celecoxib	Celecoxib	ANDA207872	80	rxcui:140587
1212	28	GENETIC	0.9999802112579346	22	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
1213	108	GENETIC	0.999993085861206	100	CYP2C9 * 2	Phenytoin Sodium	ANDA040684	0	
1214	129	GENETIC	0.9826747179031372	113	CYP2C9 * 3 alleles	Phenytoin Sodium	ANDA040684	0	
1215	333	GENETIC	0.9949547052383423	319	CYP2C9 alleles	Phenytoin Sodium	ANDA040684	0	
1216	439	GENETIC	0.9999858140945435	433	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
1217	606	GENETIC	0.9999920129776001	600	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
1218	284	CHEMICAL	0.9999982118606567	275	phenytoin	Phenytoin Sodium	ANDA040684	80	rxcui:71227
1219	385	CHEMICAL	0.9999982118606567	376	phenytoin	Phenytoin Sodium	ANDA040684	80	rxcui:71227
1221	29	GENETIC	0.9999871253967285	22	CYP2C19	PANTOPRAZOLE SODIUM I.V.	ANDA214680	100	normalize.gene:CYP2C19
1222	461	GENETIC	0.9999942779541016	454	CYP2C19	PANTOPRAZOLE SODIUM I.V.	ANDA214680	100	normalize.gene:CYP2C19
1223	600	GENETIC	0.9999922513961792	593	CYP2C19	PANTOPRAZOLE SODIUM I.V.	ANDA214680	100	normalize.gene:CYP2C19
1224	615	GENETIC	0.999987781047821	602	CYP2C19 * 2 / * 2	PANTOPRAZOLE SODIUM I.V.	ANDA214680	0	
1225	711	GENETIC	0.9999154210090637	698	CYP2C19 * 1 / * 1	PANTOPRAZOLE SODIUM I.V.	ANDA214680	0	
1226	744	GENETIC	0.9999868869781494	731	CYP2C19 * 1 / * x	PANTOPRAZOLE SODIUM I.V.	ANDA214680	0	
1227	267	CHEMICAL	0.9999982118606567	255	pantoprazole	PANTOPRAZOLE SODIUM I.V.	ANDA214680	80	rxcui:253191
1229	28	GENETIC	0.9999803304672241	22	CYP2C9			100	normalize.gene:CYP2C9
1230	108	GENETIC	0.999993085861206	100	CYP2C9 * 2			0	
1231	129	GENETIC	0.9824625253677368	113	CYP2C9 * 3 alleles			0	
1232	333	GENETIC	0.9947934746742249	319	CYP2C9 alleles			0	
1233	439	GENETIC	0.9999860525131226	433	CYP2C9			100	normalize.gene:CYP2C9
1234	600	GENETIC	0.9999920129776001	594	CYP2C9			100	normalize.gene:CYP2C9
1235	284	CHEMICAL	0.9999982118606567	275	phenytoin			80	rxcui:71227
1236	385	CHEMICAL	0.9999982118606567	376	phenytoin			80	rxcui:71227
1238	180	GENETIC	0.9990986585617065	169	UGT enzymes	Arformoterol Tartrate Inhalation Solution	ANDA214736	0	
1239	277	GENETIC	0.838056743144989	274	CYP	Arformoterol Tartrate Inhalation Solution	ANDA214736	60	normalize.gene:CYP
1240	292	GENETIC	0.9998750686645508	286	CYP2D6	Arformoterol Tartrate Inhalation Solution	ANDA214736	100	normalize.gene:CYP2D6
1241	304	GENETIC	0.9999855756759644	297	CYP2C19	Arformoterol Tartrate Inhalation Solution	ANDA214736	100	normalize.gene:CYP2C19
1242	355	GENETIC	0.9999830722808838	349	CYP2D6	Arformoterol Tartrate Inhalation Solution	ANDA214736	100	normalize.gene:CYP2D6
1243	376	GENETIC	0.9865102171897888	363	UGT1A1 enzyme	Arformoterol Tartrate Inhalation Solution	ANDA214736	0	
1244	483	GENETIC	0.9999731779098511	477	CYP2D6	Arformoterol Tartrate Inhalation Solution	ANDA214736	100	normalize.gene:CYP2D6
1245	504	GENETIC	0.9863054752349854	491	UGT1A1 enzyme	Arformoterol Tartrate Inhalation Solution	ANDA214736	0	
1246	34	CHEMICAL	0.9999978542327881	22	Arformoterol	Arformoterol Tartrate Inhalation Solution	ANDA214736	80	rxcui:304962
1247	145	CHEMICAL	0.9999982118606567	133	arformoterol	Arformoterol Tartrate Inhalation Solution	ANDA214736	80	rxcui:304962
1248	220	CHEMICAL	0.9999963045120239	219	O	Arformoterol Tartrate Inhalation Solution	ANDA214736	60	rxcui:7806
1249	443	CHEMICAL	0.9999980926513672	431	arformoterol	Arformoterol Tartrate Inhalation Solution	ANDA214736	80	rxcui:304962
1251	47	GENETIC	0.7857256531715393	46	-	Irinotecan Hydrochloride	ANDA203380	0	
1252	83	GENETIC	0.9999892711639404	77	UGT1A1	Irinotecan Hydrochloride	ANDA203380	100	normalize.gene:UGT1A1
1253	120	GENETIC	0.999993085861206	109	UGT1A1 gene	Irinotecan Hydrochloride	ANDA203380	0	
1254	150	GENETIC	0.9647170305252075	133	UGT1A1 * 28 [ ( TA ) 7 ]	Irinotecan Hydrochloride	ANDA203380	0	
1255	157	GENETIC	0.7660101652145386	155	* 6	Irinotecan Hydrochloride	ANDA203380	0	
1256	195	GENETIC	0.9999849200248718	182	UGT1A1 enzyme	Irinotecan Hydrochloride	ANDA203380	0	
1257	387	GENETIC	0.9999896287918091	381	UGT1A1	Irinotecan Hydrochloride	ANDA203380	100	normalize.gene:UGT1A1
1258	557	GENETIC	0.9732001423835754	554	- 38	Irinotecan Hydrochloride	ANDA203380	0	
1259	571	GENETIC	0.9739448428153992	563	UGT1A1 * 6	Irinotecan Hydrochloride	ANDA203380	0	
1260	574	GENETIC	0.9284286499023438	572	* 6	Irinotecan Hydrochloride	ANDA203380	0	
1261	722	GENETIC	0.9999938011169434	713	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA203380	0	
1262	781	GENETIC	0.9999880194664001	772	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA203380	0	
1263	795	GENETIC	0.9508175849914551	785	* 6 alleles	Irinotecan Hydrochloride	ANDA203380	0	
1264	810	GENETIC	0.8886361718177795	808	28	Irinotecan Hydrochloride	ANDA203380	0	
1265	822	GENETIC	0.9999871253967285	816	UGT1A1	Irinotecan Hydrochloride	ANDA203380	100	normalize.gene:UGT1A1
1266	1111	GENETIC	0.9726067185401917	1087	UGT1A1 * 28 and * 6 alleles	Irinotecan Hydrochloride	ANDA203380	0	
1267	1206	GENETIC	0.9999890327453613	1197	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA203380	0	
1268	1213	GENETIC	0.9166734218597412	1211	* 6	Irinotecan Hydrochloride	ANDA203380	0	
1269	1333	GENETIC	0.9998264312744141	1324	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA203380	0	
1270	1340	GENETIC	0.9877749085426331	1338	* 6	Irinotecan Hydrochloride	ANDA203380	0	
1271	1538	GENETIC	0.9999890923500061	1522	UGT1A1 * 28 allele	Irinotecan Hydrochloride	ANDA203380	0	
1272	49	CHEMICAL	0.9999971985816956	44	SN - 38	Irinotecan Hydrochloride	ANDA203380	0	
1273	504	CHEMICAL	0.9999948740005493	480	irinotecan hydrochloride	Irinotecan Hydrochloride	ANDA203380	80	rxcui:153329
1274	557	CHEMICAL	0.9999978542327881	552	SN - 38	Irinotecan Hydrochloride	ANDA203380	0	
1275	1264	CHEMICAL	0.9999983310699463	1254	irinotecan	Irinotecan Hydrochloride	ANDA203380	80	rxcui:153329
1277	474	DISEASE	0.999991774559021	463	neutropenia	Irinotecan Hydrochloride	ANDA203380	80	mondo:0001475
1279	926	DISEASE	0.9999914169311523	915	neutropenia	Irinotecan Hydrochloride	ANDA203380	80	mondo:0001475
1281	1158	DISEASE	0.9999933242797852	1150	diarrhea	Irinotecan Hydrochloride	ANDA203380	60	mondo:0001673
1283	28	GENETIC	0.9999802112579346	22	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
1284	108	GENETIC	0.999993085861206	100	CYP2C9 * 2	Phenytoin Sodium	ANDA040684	0	
1285	129	GENETIC	0.9826747179031372	113	CYP2C9 * 3 alleles	Phenytoin Sodium	ANDA040684	0	
1286	333	GENETIC	0.9949547052383423	319	CYP2C9 alleles	Phenytoin Sodium	ANDA040684	0	
1287	439	GENETIC	0.9999858140945435	433	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
1288	606	GENETIC	0.9999920129776001	600	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
1289	284	CHEMICAL	0.9999982118606567	275	phenytoin	Phenytoin Sodium	ANDA040684	80	rxcui:71227
1290	385	CHEMICAL	0.9999982118606567	376	phenytoin	Phenytoin Sodium	ANDA040684	80	rxcui:71227
1292	22	GENETIC	0.9999927282333374	18	RYR1	FORANE	NDA017624	100	normalize.gene:RYR1
