	end	entity_group	score	start	word	match_score	concept_id	match_type
870	278	GENETIC	0.9999851584434509	271	OATP1B1		normalize.gene:OATP1B1	60
871	297	GENETIC	0.9928067922592163	281	SLCO1B1 521T > C			0
872	353	GENETIC	0.9997071027755737	338	SLCO1B1 521 C / C			0
873	38	CHEMICAL	0.9999978542327881	37	r		rxcui:1091	60
874	49	CHEMICAL	0.9975279569625854	38	##osuvastatin			0
875	144	CHEMICAL	0.9885846972465515	132	rosuvastatin		rxcui:301542	80
876	474	CHEMICAL	0.9999979734420776	473	r		rxcui:1091	60
877	485	CHEMICAL	0.9912111163139343	474	##osuvastatin			0
879	28	GENETIC	0.9999602437019348	22	CYP2C9		normalize.gene:CYP2C9	100
880	170	GENETIC	0.9999871253967285	162	CYP2C9 * 2			0
881	183	GENETIC	0.9999581575393677	175	CYP2C9 * 3			0
882	188	GENETIC	0.5450419187545776	185	##oly			0
883	197	GENETIC	0.6265862584114075	196	##s			0
884	304	GENETIC	0.999428391456604	293	CYP2C9 * 3 / * 3			0
885	432	GENETIC	0.9983139038085938	421	CYP2C9 * 1 / * 1			0
886	441	GENETIC	0.7672799229621887	438	/ * 3			0
887	540	GENETIC	0.9999071359634399	534	CYP2C9		normalize.gene:CYP2C9	100
888	330	CHEMICAL	0.9560286402702332	321	celecoxib		rxcui:140587	80
889	478	CHEMICAL	0.9999979734420776	477	c			0
890	486	CHEMICAL	0.9862581491470337	478	##elecoxib			0
892	29	GENETIC	0.9994444847106934	22	CYP2C19		normalize.gene:CYP2C19	100
893	76	CHEMICAL	0.9999980926513672	75	v		rxcui:11115	60
894	87	CHEMICAL	0.9805305004119873	76	##oriconazole			0
895	414	CHEMICAL	0.9741023778915405	402	voriconazole		rxcui:121243	80
896	588	CHEMICAL	0.9013780355453491	576	voriconazole		rxcui:121243	80
898	47	GENETIC	0.7857232689857483	46	-			0
899	83	GENETIC	0.9999815821647644	77	UGT1A1		normalize.gene:UGT1A1	100
900	120	GENETIC	0.9999915957450867	109	UGT1A1 gene			0
901	150	GENETIC	0.9783461093902588	133	UGT1A1 * 28 [ ( TA ) 7 ]			0
902	157	GENETIC	0.766007661819458	155	* 6			0
903	195	GENETIC	0.9999871253967285	182	UGT1A1 enzyme			0
904	387	GENETIC	0.9999821186065674	381	UGT1A1		normalize.gene:UGT1A1	100
905	557	GENETIC	0.9817631840705872	553	##N - 38			0
906	571	GENETIC	0.9897230267524719	563	UGT1A1 * 6			0
907	574	GENETIC	0.9284281134605408	572	* 6			0
908	722	GENETIC	0.9999898076057434	713	UGT1A1 * 28			0
909	781	GENETIC	0.9999837875366211	772	UGT1A1 * 28			0
910	795	GENETIC	0.8817095756530762	785	* 6 alleles			0
911	810	GENETIC	0.8886336088180542	808	28			0
912	822	GENETIC	0.999938428401947	816	UGT1A1		normalize.gene:UGT1A1	100
913	1111	GENETIC	0.9777819514274597	1087	UGT1A1 * 28 and * 6 alleles			0
914	1206	GENETIC	0.9999871253967285	1197	UGT1A1 * 28			0
915	1213	GENETIC	0.9166719913482666	1211	* 6			0
916	1333	GENETIC	0.9997814297676086	1324	UGT1A1 * 28			0
917	1340	GENETIC	0.9877747297286987	1338	* 6			0
918	1538	GENETIC	0.9999731183052063	1522	UGT1A1 * 28 allele			0
919	49	CHEMICAL	0.9999361038208008	44	SN - 38			0
920	504	CHEMICAL	0.9820579886436462	480	irinotecan hydrochloride		rxcui:153329	80
921	557	CHEMICAL	0.9994097948074341	552	SN - 38			0
922	1255	CHEMICAL	0.9999983310699463	1254	i		rxcui:6033	60
923	1264	CHEMICAL	0.9671843647956848	1255	##rinotecan			0
925	465	DISEASE	0.999991774559021	463	ne			0
926	474	DISEASE	0.8550702929496765	465	##utropenia			0
928	926	DISEASE	0.9230073690414429	915	neutropenia		mondo:0001475	80
930	1152	DISEASE	0.9999933242797852	1150	di		ncit:C84667	60
931	1158	DISEASE	0.9483181834220886	1152	##arrhea			0
933	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
934	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
935	127	GENETIC	0.5277884006500244	118	transport			0
936	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
937	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
938	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
939	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
940	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
941	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
942	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
943	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
944	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
946	28	GENETIC	0.9999549984931946	22	CYP2C9		normalize.gene:CYP2C9	100
947	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
948	129	GENETIC	0.990960955619812	113	CYP2C9 * 3 alleles			0
949	333	GENETIC	0.9895178079605103	319	CYP2C9 alleles			0
950	439	GENETIC	0.999820351600647	433	CYP2C9		normalize.gene:CYP2C9	100
951	606	GENETIC	0.9999527931213379	600	CYP2C9		normalize.gene:CYP2C9	100
952	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
953	284	CHEMICAL	0.9154881834983826	276	##henytoin			0
954	385	CHEMICAL	0.984455406665802	376	phenytoin		rxcui:71227	80
956	29	GENETIC	0.9999883770942688	22	CYP2C19		normalize.gene:CYP2C19	100
957	459	GENETIC	0.9999826550483704	452	CYP2C19		normalize.gene:CYP2C19	100
958	598	GENETIC	0.9996975064277649	591	CYP2C19		normalize.gene:CYP2C19	100
959	613	GENETIC	0.999984860420227	600	CYP2C19 * 2 / * 2			0
960	709	GENETIC	0.9999562501907349	696	CYP2C19 * 1 / * 1			0
961	742	GENETIC	0.9999867677688599	729	CYP2C19 * 1 / * x			0
962	267	CHEMICAL	0.9999756217002869	255	pantoprazole		rxcui:253191	80
964	148	GENETIC	0.9980688095092773	141	CYP2C19		normalize.gene:CYP2C19	100
965	493	GENETIC	0.9911834001541138	486	CYP2C19		normalize.gene:CYP2C19	100
966	74	CHEMICAL	0.9973686337471008	56	Rabeprazole Sodium		rxcui:114979	80
967	322	CHEMICAL	0.9999287724494934	311	rabeprazole		rxcui:114979	80
968	453	CHEMICAL	0.9436799883842468	435	rabeprazole sodium		rxcui:114979	80
970	199	DISEASE	0.9733431339263916	187	gastric acid			0
972	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
973	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
974	127	GENETIC	0.5277884006500244	118	transport			0
975	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
976	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
977	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
978	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
979	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
980	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
981	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
982	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
983	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
985	54	GENETIC	0.9999903440475464	37	HMG - CoA reductase			0
986	107	GENETIC	0.9999858736991882	100	OATP1B1		normalize.gene:OATP1B1	60
987	129	GENETIC	0.6116405129432678	118	transporter			0
988	318	GENETIC	0.9999859929084778	311	OATP1B1		normalize.gene:OATP1B1	60
989	333	GENETIC	0.9998354911804199	321	SLCO1B1 521T			0
990	404	GENETIC	0.9984370470046997	389	SLCO1B1 521 C / C			0
991	44	CHEMICAL	0.9999194145202637	37	HMG - CoA			0
992	78	CHEMICAL	0.9999963045120239	77	r		rxcui:1091	60
993	89	CHEMICAL	0.9852482080459595	78	##osuvastatin			0
994	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
995	184	CHEMICAL	0.9504818916320801	173	##osuvastatin			0
996	536	CHEMICAL	0.9904648661613464	524	rosuvastatin		rxcui:301542	80
998	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
999	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
1000	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
1001	616	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
1002	715	GENETIC	0.9999550580978394	699	CYP2C19 * 1 / * 1			0
1003	751	GENETIC	0.9999863505363464	735	CYP2C19 * 1 / * x			0
1004	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
1006	148	GENETIC	0.9980688095092773	141	CYP2C19		normalize.gene:CYP2C19	100
1007	493	GENETIC	0.9911834001541138	486	CYP2C19		normalize.gene:CYP2C19	100
1008	74	CHEMICAL	0.9973686337471008	56	Rabeprazole Sodium		rxcui:114979	80
1009	322	CHEMICAL	0.9999287724494934	311	rabeprazole		rxcui:114979	80
1010	453	CHEMICAL	0.9436799883842468	435	rabeprazole sodium		rxcui:114979	80
1012	199	DISEASE	0.9733431339263916	187	gastric acid			0
1014	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
1015	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
1016	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
1017	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
1018	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
1019	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
1020	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
1021	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
1022	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
1023	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
1024	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
1025	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
1026	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
1027	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
1028	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
1029	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
1030	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
1031	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
1032	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
1033	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
1034	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
1035	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
1036	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
1037	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
1038	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
1040	28	GENETIC	0.9999475479125977	22	CYP2C9		normalize.gene:CYP2C9	100
1041	102	GENETIC	0.9999907612800598	94	CYP2C9 * 2			0
1042	129	GENETIC	0.9754303097724915	107	CYP2C9 * 3 polymorphisms			0
1043	258	GENETIC	0.9999750256538391	252	CYP2C9		normalize.gene:CYP2C9	100
1044	382	GENETIC	0.9999753832817078	376	CYP2C9		normalize.gene:CYP2C9	100
1045	194	CHEMICAL	0.9998577237129211	185	meloxicam		rxcui:41493	80
1047	28	GENETIC	0.9999556541442871	22	CYP2C9		normalize.gene:CYP2C9	100
1048	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
1049	129	GENETIC	0.9908164739608765	113	CYP2C9 * 3 alleles			0
1050	333	GENETIC	0.9892282485961914	319	CYP2C9 alleles			0
1051	439	GENETIC	0.999825119972229	433	CYP2C9		normalize.gene:CYP2C9	100
1052	600	GENETIC	0.9999545216560364	594	CYP2C9		normalize.gene:CYP2C9	100
1053	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
1054	284	CHEMICAL	0.9176832437515259	276	##henytoin			0
1055	385	CHEMICAL	0.9842305183410645	376	phenytoin		rxcui:71227	80
1057	83	GENETIC	0.9999826550483704	77	UGT1A1		normalize.gene:UGT1A1	100
1058	120	GENETIC	0.999991774559021	109	UGT1A1 gene			0
1059	150	GENETIC	0.9813866019248962	133	UGT1A1 * 28 [ ( TA ) 7 ]			0
1060	157	GENETIC	0.8575172424316406	155	* 6			0
1061	195	GENETIC	0.9999877214431763	182	UGT1A1 enzyme			0
1062	387	GENETIC	0.999984085559845	381	UGT1A1		normalize.gene:UGT1A1	100
1063	553	GENETIC	0.8640967011451721	549	##N - 38			0
1064	570	GENETIC	0.9812781810760498	559	UGT1A1 * 6 / * 6			0
1065	718	GENETIC	0.9999904036521912	709	UGT1A1 * 28			0
1066	777	GENETIC	0.9999862313270569	768	UGT1A1 * 28			0
1067	791	GENETIC	0.9334962964057922	781	* 6 alleles			0
1068	797	GENETIC	0.8222249746322632	796	*			0
1069	806	GENETIC	0.7768199443817139	801	1 / * 28			0
1070	818	GENETIC	0.9999526143074036	812	UGT1A1		normalize.gene:UGT1A1	100
1071	1107	GENETIC	0.9859991073608398	1083	UGT1A1 * 28 and * 6 alleles			0
1072	1202	GENETIC	0.9999856948852539	1193	UGT1A1 * 28			0
1073	1209	GENETIC	0.9944595694541931	1207	* 6			0
1074	1328	GENETIC	0.9997539520263672	1319	UGT1A1 * 28			0
1075	1339	GENETIC	0.8534757494926453	1333	* 6 all			0
1076	1533	GENETIC	0.9999822378158569	1517	UGT1A1 * 28 allele			0
1077	49	CHEMICAL	0.9999577403068542	44	SN - 38			0
1078	504	CHEMICAL	0.9616188406944275	480	Irinotecan Hydrochloride		rxcui:153329	80
1079	508	CHEMICAL	0.9976798892021179	506	US			0
1080	553	CHEMICAL	0.9999505281448364	548	SN - 38			0
1081	1251	CHEMICAL	0.9999983310699463	1250	i		rxcui:6033	60
1082	1260	CHEMICAL	0.9918379187583923	1251	##rinotecan			0
1084	465	DISEASE	0.9999915361404419	463	ne			0
1085	474	DISEASE	0.9044787883758545	465	##utropenia			0
1087	922	DISEASE	0.9086770415306091	911	neutropenia		mondo:0001475	80
1089	1148	DISEASE	0.9999929666519165	1146	di		ncit:C84667	60
1090	1154	DISEASE	0.9762279391288757	1148	##arrhea			0
1092	28	GENETIC	0.9999549984931946	22	CYP2C9		normalize.gene:CYP2C9	100
1093	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
1094	129	GENETIC	0.990960955619812	113	CYP2C9 * 3 alleles			0
1095	333	GENETIC	0.9895178079605103	319	CYP2C9 alleles			0
1096	439	GENETIC	0.999820351600647	433	CYP2C9		normalize.gene:CYP2C9	100
1097	606	GENETIC	0.9999527931213379	600	CYP2C9		normalize.gene:CYP2C9	100
1098	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
1099	284	CHEMICAL	0.9154881834983826	276	##henytoin			0
1100	385	CHEMICAL	0.984455406665802	376	phenytoin		rxcui:71227	80
1102	28	GENETIC	0.9999549984931946	22	CYP2C9		normalize.gene:CYP2C9	100
1103	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
1104	129	GENETIC	0.990960955619812	113	CYP2C9 * 3 alleles			0
1105	333	GENETIC	0.9895178079605103	319	CYP2C9 alleles			0
1106	439	GENETIC	0.999820351600647	433	CYP2C9		normalize.gene:CYP2C9	100
1107	606	GENETIC	0.9999527931213379	600	CYP2C9		normalize.gene:CYP2C9	100
1108	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
1109	284	CHEMICAL	0.9154881834983826	276	##henytoin			0
1110	385	CHEMICAL	0.984455406665802	376	phenytoin		rxcui:71227	80
1112	29	GENETIC	0.999988853931427	22	CYP2C19		normalize.gene:CYP2C19	100
1113	461	GENETIC	0.9999801516532898	454	CYP2C19		normalize.gene:CYP2C19	100
1114	600	GENETIC	0.9995797276496887	593	CYP2C19		normalize.gene:CYP2C19	100
1115	615	GENETIC	0.9999867677688599	602	CYP2C19 * 2 / * 2			0
1116	711	GENETIC	0.9999420046806335	698	CYP2C19 * 1 / * 1			0
1117	744	GENETIC	0.9999862909317017	731	CYP2C19 * 1 / * x			0
1118	267	CHEMICAL	0.9999809861183167	255	pantoprazole		rxcui:253191	80
1120	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
1121	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
1122	127	GENETIC	0.5277884006500244	118	transport			0
1123	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
1124	335	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
1125	391	GENETIC	0.9982836842536926	376	SLCO1B1 521 C / C			0
1126	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
1127	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
1128	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
1129	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
1130	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
1131	523	CHEMICAL	0.9844913482666016	511	rosuvastatin		rxcui:301542	80
1133	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
1134	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
1135	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
1136	616	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
1137	715	GENETIC	0.9999550580978394	699	CYP2C19 * 1 / * 1			0
1138	751	GENETIC	0.9999863505363464	735	CYP2C19 * 1 / * x			0
1139	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
1141	87	GENETIC	0.9999871253967285	81	CYP2D6		normalize.gene:CYP2D6	100
1142	316	GENETIC	0.9999872446060181	310	CYP2D6		normalize.gene:CYP2D6	100
1143	27	CHEMICAL	0.999997615814209	26	q		rxcui:4885	60
1144	35	CHEMICAL	0.9998703598976135	27	##uinidine			0
1145	56	CHEMICAL	0.6242160201072693	54	##XT			0
1146	131	CHEMICAL	0.9855588674545288	115	dextromethorphan		rxcui:3289	80
1147	181	CHEMICAL	0.9992291331291199	165	dextromethorphan		rxcui:3289	80
1148	360	CHEMICAL	0.9999970197677612	359	q		rxcui:4885	60
1149	368	CHEMICAL	0.999718964099884	360	##uinidine			0
1150	390	CHEMICAL	0.6475154161453247	387	##XTA			0
1151	448	CHEMICAL	0.5230927467346191	446	##UE			0
1152	453	CHEMICAL	0.6718621253967285	448	##DEXTA			0
1153	489	CHEMICAL	0.9999978542327881	488	q		rxcui:4885	60
1154	497	CHEMICAL	0.9999100565910339	489	##uinidine			0
1155	587	CHEMICAL	0.9999978542327881	586	q		rxcui:4885	60
1156	595	CHEMICAL	0.9998809695243835	587	##uinidine			0
1157	708	CHEMICAL	0.8689806461334229	706	##XT			0
1159	578	DISEASE	0.9999750852584839	570	toxicity			0
1161	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
1162	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
1163	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
1164	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
1165	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
1166	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
1167	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
1168	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
1169	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
1170	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
1171	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
1172	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
1173	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
1174	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
1175	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
1176	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
1177	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
1178	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
1179	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
1180	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
1181	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
1182	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
1183	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
1184	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
1185	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
1187	63	CHEMICAL	0.9999939203262329	34	phenazopyridine hydrochloride		rxcui:203197	80
1188	105	CHEMICAL	0.9695500731468201	90	Phenazopyridine		rxcui:8120	80
1189	264	CHEMICAL	0.9999921321868896	235	phenazopyridine hydrochloride		rxcui:203197	80
1191	180	GENETIC	0.9992002248764038	169	UGT enzymes			0
1192	275	GENETIC	0.8380560278892517	274	C			0
1193	292	GENETIC	0.9999626278877258	286	CYP2D6		normalize.gene:CYP2D6	100
1194	304	GENETIC	0.9998248815536499	297	CYP2C19		normalize.gene:CYP2C19	100
1195	355	GENETIC	0.9999762773513794	349	CYP2D6		normalize.gene:CYP2D6	100
1196	376	GENETIC	0.9961155652999878	363	UGT1A1 enzyme			0
1197	483	GENETIC	0.9999617338180542	477	CYP2D6		normalize.gene:CYP2D6	100
1198	504	GENETIC	0.9960793852806091	491	UGT1A1 enzyme			0
1199	34	CHEMICAL	0.9962215423583984	22	Arformoterol		rxcui:304962	80
1200	134	CHEMICAL	0.9999982118606567	133	a		rxcui:426	60
1201	145	CHEMICAL	0.9983394742012024	134	##rformoterol			0
1202	220	CHEMICAL	0.9999963045120239	219	O		rxcui:7806	60
1203	432	CHEMICAL	0.9999980926513672	431	a		rxcui:426	60
1204	443	CHEMICAL	0.9999721050262451	432	##rformoterol			0
1206	39	GENETIC	0.9999750852584839	32	CYP2C19		normalize.gene:CYP2C19	100
1207	706	GENETIC	0.9998421669006348	699	CYP2C19		normalize.gene:CYP2C19	100
1208	92	CHEMICAL	0.989202082157135	77	Dexlansoprazole		rxcui:17128	80
1209	117	CHEMICAL	0.9951964616775513	114	dex		rxcui:3289	60
1210	129	CHEMICAL	0.9998961687088013	117	##lansoprazole			0
1211	248	CHEMICAL	0.7418524026870728	245	DEX		rxcui:3289	60
1212	253	CHEMICAL	0.9509081840515137	250	##ANT			0
1213	300	CHEMICAL	0.9999978542327881	298	de			0
1214	301	CHEMICAL	0.9332641959190369	300	##x			0
1215	313	CHEMICAL	0.9996150135993958	301	##lansoprazole			0
1216	642	CHEMICAL	0.8926783800125122	639	dex		rxcui:3289	60
1217	654	CHEMICAL	0.9990465044975281	642	##lansoprazole			0
1219	29	GENETIC	0.9999884366989136	22	CYP2C19		normalize.gene:CYP2C19	100
1220	459	GENETIC	0.9999825358390808	452	CYP2C19		normalize.gene:CYP2C19	100
1221	598	GENETIC	0.999733567237854	591	CYP2C19		normalize.gene:CYP2C19	100
1222	613	GENETIC	0.9999847412109375	600	CYP2C19 * 2 / * 2			0
1223	709	GENETIC	0.9999550580978394	696	CYP2C19 * 1 / * 1			0
1224	742	GENETIC	0.9999863505363464	729	CYP2C19 * 1 / * x			0
1225	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
1227	28	GENETIC	0.9999563097953796	22	CYP2C9		normalize.gene:CYP2C9	100
1228	108	GENETIC	0.9999884366989136	100	CYP2C9 * 2			0
1229	129	GENETIC	0.9861041307449341	113	CYP2C9 * 3 alleles			0
1230	333	GENETIC	0.9868575930595398	319	CYP2C9 alleles			0
1231	439	GENETIC	0.9998335838317871	433	CYP2C9		normalize.gene:CYP2C9	100
1232	600	GENETIC	0.9999561309814453	594	CYP2C9		normalize.gene:CYP2C9	100
1233	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
1234	284	CHEMICAL	0.9109177589416504	276	##henytoin			0
1235	385	CHEMICAL	0.9849437475204468	376	phenytoin		rxcui:71227	80
1237	22	GENETIC	0.9999446868896484	18	RYR1		normalize.gene:RYR1	100
1238	34	GENETIC	0.9998119473457336	27	CACNA1S		normalize.gene:CACNA1S	100
1239	310	GENETIC	0.999972939491272	306	RYR1		normalize.gene:RYR1	100
1240	322	GENETIC	0.9999449849128723	315	CACNA1S		normalize.gene:CACNA1S	100
1241	227	CHEMICAL	0.9999895095825195	221	Forane		rxcui:6026	80
1243	119	DISEASE	0.9999918937683105	117	ma		omim:157300	60
1244	139	DISEASE	0.9227706789970398	119	##lignant hyperthermia			0
1246	159	DISEASE	0.9999672770500183	156	MHS		mondo:0020485	60
1248	342	DISEASE	0.9999790191650391	339	MHS		mondo:0020485	60
1250	28	GENETIC	0.9999600648880005	22	CYP2C9		normalize.gene:CYP2C9	100
1251	170	GENETIC	0.999987006187439	162	CYP2C9 * 2			0
1252	183	GENETIC	0.999958336353302	175	CYP2C9 * 3			0
1253	188	GENETIC	0.5615290999412537	185	##oly			0
1254	197	GENETIC	0.6414651870727539	196	##s			0
1255	304	GENETIC	0.9993796348571777	293	CYP2C9 * 3 / * 3			0
1256	432	GENETIC	0.9977218508720398	421	CYP2C9 * 1 / * 1			0
1257	441	GENETIC	0.7071516513824463	438	/ * 3			0
1258	540	GENETIC	0.999908447265625	534	CYP2C9		normalize.gene:CYP2C9	100
1259	330	CHEMICAL	0.9601839184761047	321	celecoxib		rxcui:140587	80
1260	478	CHEMICAL	0.9999979734420776	477	c			0
1261	486	CHEMICAL	0.9871382713317871	478	##elecoxib			0
1263	128	GENETIC	0.9529803395271301	124	PFIC		normalize.gene:PFIC	60
1264	180	GENETIC	0.9592880010604858	179	##2			0
1265	249	GENETIC	0.8185583353042603	248	P		normalize.gene:P	80
1266	253	GENETIC	0.9754275679588318	252	##1			0
1267	309	GENETIC	0.9999924898147583	283	aminophospholipid flippase			0
1268	317	GENETIC	0.9998842477798462	311	ATP8B1		normalize.gene:ATP8B1	100
1269	378	GENETIC	0.9999818205833435	343	Familial Intrahepatic Cholestasis 1			0
1270	384	GENETIC	0.996891975402832	380	FIC1		normalize.gene:FIC1	80
1271	402	GENETIC	0.994132936000824	401	P		normalize.gene:P	80
1272	406	GENETIC	0.7619667053222656	404	##C2			0
1273	447	GENETIC	0.9999327063560486	436	ABCB11 gene			0
1274	488	GENETIC	0.9999478459358215	467	Bile Salt Export Pump			0
1275	494	GENETIC	0.9877439737319946	490	BSEP		normalize.gene:BSEP	80
1276	510	GENETIC	0.8207228183746338	509	##2			0
1277	608	GENETIC	0.9994798898696899	602	BSEP - 1			0
1278	711	GENETIC	0.9989882707595825	705	BSEP - 2			0
1279	806	GENETIC	0.98953777551651	800	BSEP - 1			0
1280	819	GENETIC	0.9655113220214844	813	BSEP - 3			0
1281	916	GENETIC	0.9965893030166626	910	BSEP - 3			0
1282	998	GENETIC	0.9996758699417114	992	BSEP - 1			0
1283	1006	GENETIC	0.9959461688995361	1000	BSEP - 2			0
